quantity,original_price,unit_price,item_total,channel,channel_campaigns,product_id,product_name,category,brand,color,size,catalog_price,cost_price,gender
1,51.73,79.29,69.0,E-commerce,Website Banner,mostlyd9-0c85-4634-afc1-2a8097084259,Soft Boxy Dress,Shoes,Tiva,Red,M,30.63,25.14,Female
1,42.61,55.91,48.39,E-commerce,Website Banner,mostly39-61b4-47a0-b88c-ddcfc10194be,Sodern Se Tress,Pants,Tiva,Green,L,54.11,34.26,Female
1,38.14,50.47,52.0,E-commerce,Website Banner,mostlya2-1c1a-4e38-90f4-14c44444c193,Vintage Satin Shoes,Shoes,Tiva,Black,40,54.88,23.82,Female
2,59.67,44.55,24.29,App Mobile,App Mobile,mostlybf-113b-4475-8489-dcdb126ce3ac,Vintage Wrap Tee,T-Shirts,Tiva,Green,S,26.56,22.55,Female
1,43.97,75.18,33.99,E-commerce,Website Banner,mostly77-a0d2-4d65-8744-a8e43733248e,Elegant High-Waist Setes,Sleepwear,Tiva,Green,L,53.02,25.85,Female
1,35.32,43.53,57.28,E-commerce,Email,mostly77-93c3-407c-b56f-7811af477bc6,Rlegant Linen Set,Sleepwear,Tiva,Green,L,53.04,35.51,Female
1,59.46,22.3,58.79,E-commerce,Website Banner,mostly2f-521a-4bb4-9ca0-68b5f39f78e5,Modern Si Dvest,T-Shirts,Tiva,Red,XL,52.4,19.57,Female
1,59.57,38.1,38.25,App Mobile,App Mobile,mostly2d-df0d-4396-84cf-8e2c04e2fde4,Essential Sr See,Sleepwear,Tiva,Green,S,46.76,24.07,Female
1,47.46,47.83,46.43,E-commerce,Website Banner,mostlyea-fa5a-4101-a93c-9f9b532329b1,Modern WSa Shoes,Shoes,Tiva,Black,38,49.15,40.47,Female
1,52.21,50.42,54.78,E-commerce,Website Banner,mostly5f-5d4f-4b33-852b-bacc20232e41,Vintage LinenTShoes,Shoes,Tiva,Black,35,41.88,15.24,Female
1,65.55,55.08,45.53,App Mobile,App Mobile,mostlyd8-6d73-4c7e-bfab-273d8ed60069,Soft Boxy Tee,Sleepwear,Tiva,Blue,XS,38.89,47.43,Female
1,74.67,52.35,17.56,App Mobile,App Mobile,mostly53-4830-4c90-8c62-1e3bee27072e,Soft Ribbed Tet,Sleepwear,Tiva,Blue,S,44.1,28.01,Female
1,57.05,45.53,43.07,App Mobile,Social Media,mostlyeb-dad0-42dd-804e-65d249bed1cd,Soft Righ- aist Shoes,Shoes,Tiva,Black,XS,34.36,28.41,Female
1,75.52,78.86,150.09,App Mobile,App Mobile,mostlye1-50b3-493d-a671-1444ff2e4240,Soft Bili Tee,Sleepwear,Tiva,Blue,XS,49.33,44.41,Female
1,36.47,52.7,49.83,E-commerce,Website Banner,mostlyc9-148e-455e-beed-ff9362a9e176,Relaxed BWxy Set,Sleepwear,Tiva,Red,XS,47.0,29.24,Female
1,64.17,32.82,46.1,E-commerce,Website Banner,mostly3d-02ff-4d9c-abd5-bac0b83d22b9,Polished Boty Shoes,Shoes,Tiva,Black,XS,49.3,44.06,Female
1,42.88,55.04,40.38,E-commerce,Website Banner,mostly54-df04-4610-b9bf-2d19b4bb99fe,Plaisic High-Waist Setes,Sleepwear,Tiva,Red,S,34.65,23.01,Female
1,23.47,44.64,45.48,E-commerce,Website Banner,mostly91-fa84-48ee-a9cf-b77b45d8b81c,Essential Sitn Tee,T-Shirts,Tiva,Green,XS,46.48,21.56,Female
1,78.29,67.28,61.48,E-commerce,Website Banner,mostlyb2-6a22-40d7-a722-c3bf3a239567,Essential Sattn Teee,T-Shirts,Tiva,Red,XS,43.37,18.6,Female
1,23.02,17.61,128.89,E-commerce,Website Banner,mostly84-544d-4140-9ab6-38d26e31a987,Polished High-Waist Se,Sleepwear,Tiva,White,40,79.63,23.54,Female
1,73.97,72.87,50.53,E-commerce,Website Banner,mostly5c-599d-4fd6-b2d5-8bca68a6ad2c,Vintage Silk Tee,T-Shirts,Tiva,Red,S,70.6,22.76,Female
1,57.99,75.33,35.06,App Mobile,App Mobile,mostly6f-27e1-4cd0-88b2-066c0cc809ef,Relaxed Sinkn Tee,T-Shirts,Tiva,Red,S,42.99,19.16,Female
1,49.66,78.38,57.94,E-commerce,Website Banner,mostly75-94f4-4be2-a60b-78b2402651a9,Essential Wlhele,T-Shirts,Tiva,White,S,34.21,35.19,Female
1,47.08,54.86,45.34,App Mobile,Website Banner,mostly6d-5569-4136-92ee-984dbdcf2ef5,Essential Toe Trousers,Pants,Tiva,White,XS,54.11,16.94,Female
1,26.95,47.49,68.72,App Mobile,App Mobile,mostly5c-0cc7-45b4-8997-ec602ee00470,Essential ie,Sleepwear,Tiva,White,XS,48.18,43.73,Female
1,55.25,48.33,54.64,E-commerce,Website Banner,mostlyc0-c806-4c23-b38f-3f0c75b4ef68,Vsntage iilhes Tees,T-Shirts,Tiva,White,S,27.17,35.5,Female
1,61.04,65.16,57.22,E-commerce,Website Banner,mostly28-62fe-4b3b-a0b6-f77f315f3726,Classic High-Waist Set,Sleepwear,Tiva,Green,M,46.88,25.13,Female
1,50.72,16.84,60.35,App Mobile,App Mobile,mostly1f-e753-452f-896d-63d2a01f4677,Soft LreenThorsessT,T-Shirts,Tiva,White,XS,53.14,30.26,Female
1,81.05,75.66,40.55,E-commerce,Website Banner,mostly16-4c9a-4a78-9917-5b99b4af38fd,Essential iWeet,Sleepwear,Tiva,Red,S,79.22,43.82,Female
1,65.34,62.56,40.48,App Mobile,App Mobile,mostly86-5fa4-4858-bef7-4b5bcc1cc8c5,Bold Srlt Sht-,Sleepwear,Tiva,Blue,M,31.62,24.38,Female
1,64.16,17.03,135.02,E-commerce,Website Banner,mostlye7-f698-4819-bb12-57575fab94e1,Tailored High-Waist Tee,T-Shirts,Tiva,Black,XS,30.34,19.29,Female
1,54.83,37.5,66.91,E-commerce,Website Banner,mostly00-801a-4574-b537-e141edfd234e,Modern Ciee ress,Dresses,Tiva,White,XS,39.48,20.33,Female
1,29.04,37.23,39.92,E-commerce,Website Banner,mostly0a-3296-47b0-b7a9-d2de8dc78604,Classic Silk Set,Sleepwear,Tiva,Black,XS,67.75,26.87,Female
1,56.3,38.05,50.82,E-commerce,Website Banner,mostly3a-d5d7-4da5-a2ae-046c8028aeb5,Bold Coew Sat,Dresses,Tiva,Black,XS,30.11,32.27,Female
1,44.15,78.82,30.59,App Mobile,App Mobile,mostly94-2634-4988-9a1b-ec61ebe7b5a0,Elegant Boxy Set,Sleepwear,Tiva,Blue,XS,52.85,38.9,Female
1,31.09,16.84,58.18,E-commerce,Website Banner,mostly7e-d92d-45c7-8966-941b58cb9249,Modern Stin Tre,T-Shirts,Tiva,Green,L,58.59,28.33,Female
1,70.94,57.37,38.16,App Mobile,Website Banner,mostlyc0-3e8e-497d-abb4-bfbaad8fca32,Relaxed Satin Trousers,Pants,Tiva,White,XL,53.28,31.75,Female
1,67.72,38.93,54.32,E-commerce,Website Banner,mostly4f-8f1b-415d-a0b5-a0b626d6cc9c,Polished Boxy Shoes,Shoes,Tiva,Blue,38,60.68,38.19,Female
1,50.56,50.47,42.97,App Mobile,App Mobile,mostlybd-c29a-477c-a61e-6cf62be947e0,Modern BotvSee,Sleepwear,Tiva,White,XS,25.53,14.58,Female
1,41.55,53.82,74.98,E-commerce,Website Banner,mostlya5-c04f-4dfc-a14b-65dde64d4265,Essential SlSlis r,Sleepwear,Tiva,Green,S,60.8,24.21,Female
1,31.09,50.89,31.06,App Mobile,App Mobile,mostly95-cdc9-4971-aeff-2879f1e864ca,Tailored Sleeveless Tros,Pants,Tiva,Blue,XS,60.12,35.37,Female
1,42.9,34.22,74.22,E-commerce,Website Banner,mostly08-e6b0-4d4c-9081-498ad20b5e1f,Polished Wrew Shoes,Shoes,Tiva,White,40,61.63,29.47,Female
